time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
2240,-15020.0,1.0,0.0,17640.0,1.0,0.0,17750.0,1.0,0.0,-15930.0,1.0,0.0
2260,-15050.0,1.0,0.0,17690.0,1.0,0.0,17870.0,1.0,0.0,-15900.0,1.0,0.0
2280,-15070.0,1.0,0.0,17660.0,1.0,0.0,17970.0,1.0,0.0,-15790.0,1.0,0.0
2300,-15030.0,1.0,0.0,17700.0,1.0,0.0,17860.0,1.0,0.0,-15910.0,1.0,0.0
2320,-15100.0,1.0,0.0,17880.0,1.0,0.0,17860.0,1.0,0.0,-15930.0,1.0,0.0
2340,-15210.0,1.0,0.0,17850.0,1.0,0.0,17700.0,1.0,0.0,-15810.0,1.0,0.0
2360,-15130.0,1.0,0.0,17690.0,1.0,0.0,17660.0,1.0,0.0,-15800.0,1.0,0.0
2380,-15130.0,1.0,0.0,17680.0,1.0,0.0,17540.0,1.0,0.0,-15740.0,1.0,0.0
2400,-15160.0,1.0,0.0,17780.0,1.0,0.0,17680.0,1.0,0.0,-15820.0,1.0,0.0
2420,-15060.0,1.0,0.0,17770.0,1.0,0.0,17690.0,1.0,0.0,-15920.0,1.0,0.0
2440,-15040.0,1.0,0.0,17710.0,1.0,0.0,17660.0,1.0,0.0,-15950.0,1.0,0.0
2460,-15110.0,1.0,0.0,17750.0,1.0,0.0,17620.0,1.0,0.0,-15940.0,1.0,0.0
2480,-15040.0,1.0,0.0,17780.0,1.0,0.0,17640.0,1.0,0.0,-15920.0,1.0,0.0
2500,-15120.0,1.0,0.0,17710.0,1.0,0.0,17720.0,1.0,0.0,-15790.0,1.0,0.0
2520,-15160.0,1.0,0.0,17750.0,1.0,0.0,17700.0,1.0,0.0,-15830.0,1.0,0.0
2540,-15160.0,1.0,0.0,17770.0,1.0,0.0,17800.0,1.0,0.0,-15820.0,1.0,0.0
2560,-15150.0,1.0,0.0,17780.0,1.0,0.0,17730.0,1.0,0.0,-15990.0,1.0,0.0
2580,-15150.0,1.0,0.0,17750.0,1.0,0.0,17630.0,1.0,0.0,-15850.0,1.0,0.0
2600,-15280.0,1.0,0.0,17840.0,1.0,0.0,17710.0,1.0,0.0,-15830.0,1.0,0.0
2620,-15330.0,1.0,0.0,17730.0,1.0,0.0,17810.0,1.0,0.0,-15780.0,1.0,0.0
2640,-15310.0,1.0,0.0,17840.0,1.0,0.0,17890.0,1.0,0.0,-15830.0,1.0,0.0
2660,-15280.0,1.0,0.0,17840.0,1.0,0.0,17980.0,1.0,0.0,-15960.0,1.0,0.0
