time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
3960,17430.0,1.0,0.0,-16440.0,1.0,0.0,-15670.0,1.0,0.0,16950.0,1.0,0.0
3980,17460.0,1.0,0.0,-16400.0,1.0,0.0,-15720.0,1.0,0.0,16900.0,1.0,0.0
4000,17500.0,1.0,0.0,-16280.0,1.0,0.0,-15760.0,1.0,0.0,16920.0,1.0,0.0
4020,17780.0,1.0,0.0,-16340.0,1.0,0.0,-15810.0,1.0,0.0,16980.0,1.0,0.0
4040,17710.0,1.0,0.0,-16470.0,1.0,0.0,-15850.0,1.0,0.0,16720.0,1.0,0.0
4060,17460.0,1.0,0.0,-16610.0,1.0,0.0,-16040.0,1.0,0.0,16690.0,1.0,0.0
4080,17480.0,1.0,0.0,-16590.0,1.0,0.0,-15960.0,1.0,0.0,16690.0,1.0,0.0
4100,17410.0,1.0,0.0,-16380.0,1.0,0.0,-16060.0,1.0,0.0,16740.0,1.0,0.0
4120,17540.0,1.0,0.0,-16500.0,1.0,0.0,-16130.0,1.0,0.0,16690.0,1.0,0.0
4140,17630.0,1.0,0.0,-16470.0,1.0,0.0,-16120.0,1.0,0.0,16950.0,1.0,0.0
4160,17440.0,1.0,0.0,-16490.0,1.0,0.0,-16070.0,1.0,0.0,17170.0,1.0,0.0
4180,17470.0,1.0,0.0,-16250.0,1.0,0.0,-15970.0,1.0,0.0,17250.0,1.0,0.0
4200,17550.0,1.0,0.0,-16500.0,1.0,0.0,-15970.0,1.0,0.0,17210.0,1.0,0.0
4220,17440.0,1.0,0.0,-16510.0,1.0,0.0,-16090.0,1.0,0.0,17130.0,1.0,0.0
4240,17380.0,1.0,0.0,-16770.0,1.0,0.0,-16080.0,1.0,0.0,17160.0,1.0,0.0
4260,17590.0,1.0,0.0,-16920.0,1.0,0.0,-16080.0,1.0,0.0,17020.0,1.0,0.0
4280,17540.0,1.0,0.0,-16930.0,1.0,0.0,-16210.0,1.0,0.0,16860.0,1.0,0.0
4300,17510.0,1.0,0.0,-17050.0,1.0,0.0,-16330.0,1.0,0.0,17010.0,1.0,0.0
4320,17410.0,1.0,0.0,-16880.0,1.0,0.0,-16330.0,1.0,0.0,16870.0,1.0,0.0
